id,email,password_hash,name,username,avatar,role,club_id,bio,social_links,preferences,created_at,updated_at,profile_image_url,profile_images,verification_photo_url,phone_number,date_of_birth,address,emergency_contact,phone,location,website,github,linkedin,twitter,email_verified,email_verification_token,email_verification_token_expires_at,password_reset_token,password_reset_token_expires_at,oauth_provider,oauth_id,oauth_data,has_password,totp_secret,totp_temp_secret,totp_temp_secret_created_at,totp_enabled,totp_enabled_at,totp_recovery_codes,notification_preferences,email_otp_enabled,email_otp_verified,email_otp_secret,email_otp_backup_codes,email_otp_last_used,email_otp_created_at,email_otp,email_otp_expires_at,last_activity
"550e8400-e29b-41d4-a716-446655440013","ascend.media@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Aditya Yelne ","ascend_media",,"media","ascend","Media coordinator for ASCEND club","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-08 22:11:44.008+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"550e8400-e29b-41d4-a716-446655440021","aster.co-coordinator@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Gargi Udapure ","aster_co_coord",,"co_coordinator","aster","Co-coordinator supporting ASTER activities","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-08 22:12:15.856+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"550e8400-e29b-41d4-a716-446655440022","aster.secretary@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Sahil Shrivastava ","aster_secretary",,"secretary","aster","Secretary managing ASTER documentation","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-08 22:13:26.458+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"550e8400-e29b-41d4-a716-446655440030","achievers.coordinator@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Paritosh Magare","achievers_coord",,"coordinator","achievers","Lead coordinator for ACHIEVERS higher studies club","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-08 22:14:49.879+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"550e8400-e29b-41d4-a716-446655440031","achievers.co-coordinator@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Aayushi Asole","achievers_co_coord",,"co_coordinator","achievers","Co-coordinator supporting ACHIEVERS activities","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-08 22:15:09.603+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"550e8400-e29b-41d4-a716-446655440032","achievers.secretary@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Mayur Aglawe ","achievers_secretary",,"secretary","achievers","Secretary managing ACHIEVERS documentation","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-08 22:16:19.5+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"cc0b35da-a560-416e-9366-00680dead616","test.api.manual@example.com","$2b$12$kTGtfsK6x1YSTPLP8HVX2Og5DyKMmwsQY3SOJ1ckIgBHhaIIrcKr6","Manual Test User",,,"student","ascend",,"{}","{}","2025-08-07 01:12:15.546+05:30","2025-08-07 01:12:15.546+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"1d5b1108-eb4c-4191-ae75-751e3610d519","ayushkshirsagar28@gmail.com","$2b$12$XbcEa4LED/o71VjyMDgIKOuVoOyOqCZG4AMVxVGt4nQZf13Cv3wcy","Ayush Kshirsagar","ayush01","https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_1d5b1108-eb4c-4191-ae75-751e3610d519_1755330454927_Gemini_Generated_Image_ypwrszypwrszypwr-removebg-preview.png","student","ascend","tech ","{}","{}","2025-08-07 01:25:30.145+05:30","2025-08-16 13:17:37.088+05:30",,"[]",,,,,"{}","7249360170","Nagpur",,"https://github.com/08Ayush","https://www.linkedin.com/in/ayush-kshirsagar-37766a257/",,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"550e8400-e29b-41d4-a716-446655440011","ascend.co-coordinator@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Ayush Kshirsagar","ascend_co_coord","https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_550e8400-e29b-41d4-a716-446655440011_1755328377221_ayushphoto.jpg","co_coordinator","ascend","Co-coordinator supporting ASCEND activities","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-16 12:43:06.117+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"550e8400-e29b-41d4-a716-446655440010","ascend.coordinator@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Atharva Bhede","ascend_coord","https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_550e8400-e29b-41d4-a716-446655440010_1755680000670_Screenshot%202025-08-20%20141027.png","coordinator","ascend","Lead coordinator for ASCEND coding club","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-24 15:29:23.810841+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t","AYAVENLPN5SQOVK4",,,"t","2025-08-09 04:50:10.737","[""620F2163"", ""8FD17E98"", ""BD8320DB"", ""452B43BA"", ""A2C610DB"", ""F12116B6"", ""4FC378F0"", ""E1DC2D47"", ""C682A95A"", ""BB09D2C7""]","{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
"9755eab9-39cb-443b-9cca-853d727afe40","kaiwalya.pund@zenith.edu","$2b$12$XbcEa4LED/o71VjyMDgIKOuVoOyOqCZG4AMVxVGt4nQZf13Cv3wcy","Kaiwalya Pund",,"https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_9755eab9-39cb-443b-9cca-853d727afe40_1755672871466_Screenshot%202025-08-20%20120548.png","media",,,"{}","{}","2025-08-20 11:30:17.917+05:30","2025-08-20 12:24:31.978+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-20 11:30:17.917+05:30"
"21a95efa-ccfa-4c4c-af7f-50cfa0a35053","atharva.naitam@zenith.edu","$2b$12$XbcEa4LED/o71VjyMDgIKOuVoOyOqCZG4AMVxVGt4nQZf13Cv3wcy","Atharva Naitam",,"https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_21a95efa-ccfa-4c4c-af7f-50cfa0a35053_1755672934344_Screenshot%202025-08-20%20120530.png","innovation_head",,,"{}","{}","2025-08-20 11:30:17.917+05:30","2025-08-20 12:25:33.8+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-20 11:30:17.917+05:30"
"8694ff1f-1d1e-4a7b-8ecb-eebda2c937d3","yash.siddhabhatti@zenith.edu","$2b$12$XbcEa4LED/o71VjyMDgIKOuVoOyOqCZG4AMVxVGt4nQZf13Cv3wcy","Yash Siddhabhatti",,"https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_8694ff1f-1d1e-4a7b-8ecb-eebda2c937d3_1755672985159_yashprofle.png","president",,,"{}","{}","2025-08-20 11:30:17.917+05:30","2025-08-20 12:26:24.623+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-20 11:30:17.917+05:30"
"241f4f32-458e-410e-b2f2-6dcfda992455","sarthak.thote@zenith.edu","$2b$12$XbcEa4LED/o71VjyMDgIKOuVoOyOqCZG4AMVxVGt4nQZf13Cv3wcy","Sarthak Thote",,"https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_241f4f32-458e-410e-b2f2-6dcfda992455_1755673025315_screen1.png","vice_president",,,"{}","{}","2025-08-20 11:30:17.917+05:30","2025-08-20 12:27:05.659+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-20 11:30:17.917+05:30"
"7c36ecbe-44d3-40df-8b8b-886e5385e839","yogeshvar.chaudhari@zenith.edu","$2b$12$XbcEa4LED/o71VjyMDgIKOuVoOyOqCZG4AMVxVGt4nQZf13Cv3wcy","Yogeshvar Chaudhari",,"https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_7c36ecbe-44d3-40df-8b8b-886e5385e839_1755673151393_Screenshot%202025-08-20%20120444.png","treasurer",,,"{}","{}","2025-08-20 11:30:17.917+05:30","2025-08-20 12:29:11.606+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-20 11:30:17.917+05:30"
"53cbed56-2bc7-4faf-bd6e-5f953de4dfa5","manasvi.giradkar@zenith.edu","$2b$12$XbcEa4LED/o71VjyMDgIKOuVoOyOqCZG4AMVxVGt4nQZf13Cv3wcy","Manasvi Giradkar",,"https://qpulpytptbwwumicyzwr.supabase.co/storage/v1/object/public/avatars/profile_53cbed56-2bc7-4faf-bd6e-5f953de4dfa5_1755673094883_Screenshot%202025-08-20%20120312.png","zenith_secretary",,,"{}","{}","2025-08-20 11:30:17.917+05:30","2025-08-20 13:26:41.332+05:30",,"[]",,,,,"{}",,,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-20 11:30:17.917+05:30"
"9d543990-baf7-45ba-8963-eeeddb27a9b1","anubuntu14@gmail.com","$2b$12$MHOdRmVoYkvJZK8bJ/DQf.u4TJWKcNFNLQKkved8sNOI.mwyemS.2","Atharva Naitam",,,"student","ascend",,"{}","{}","2025-08-24 16:52:50.508429+05:30","2025-08-24 16:52:50.508429+05:30",,"[]",,,"2000-10-27",,"{}","8552877097",,,,,,"f",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-24 16:52:50.508429+05:30"
"e2b5c6a7-7904-4d02-bd1f-db9ffda7a4eb","atharvanaitam14@gmail.com","$2b$12$VZFnz.u3recotChxk3331.OS6V9QhxiGOqjzOLCd7XUyHLQLPmuJy","Atharva Naitam",,,"student","ascend",,"{}","{}","2025-08-24 16:47:13.14983+05:30","2025-08-24 18:39:28.498987+05:30",,"[]",,,"2006-02-18",,"{}","8552877097",,,,,,"t",,,,,,,,"t",,,,"f",,,"{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-24 16:47:13.14983+05:30"
"550e8400-e29b-41d4-a716-446655440020","aster.coordinator@zenith.com","$2b$12$xpFzjPzZbGRcDjDVafxQcOFDwXMsAptqx/Rl0CnEBTMo7p0Jq8otu","Radhika Salodkar",,,"coordinator","aster","Lead coordinator for ASTER soft skills club","{}","{}","2025-07-27 13:47:32.966+05:30","2025-08-24 15:29:54.785166+05:30","/uploads/profiles/avatars/Screenshot from 2025-08-24 13-48-12_1756024176742_333e05fb871c9932.png","[]",,,,,"{}",,,,,,,"f",,,,,,,,"t","PE4ECHCYOMZSUGTR","LBKWOCKQIF3BSTCU","2025-08-16 08:27:25.065","f",,"[""F757E466"", ""3EE85BF7"", ""43A22EEB"", ""D7478D0E"", ""6EA60825"", ""A10652FA"", ""C086BBAE"", ""6799C08A"", ""CC3C4FA8"", ""946F6CCB""]","{""email"": {""events"": true, ""results"": true, ""assignments"": true, ""discussions"": true}}","f","f",,"[]",,,,,"2025-08-14 00:03:24.83+05:30"
