                  id                  |                      email                      |         name          | users_club_id | members_club_id |                  status                  
 fe92388c-92c7-422b-b223-35966f52e805 | arjun.das.it.grad@stvincentngp.edu.in           | Arjun Das             |               | artovert        | users.club_id is NULL but has membership
 c23999a3-5baa-4cdf-9b82-2a314c20f6b9 | arjun.vyas.mech.2024@stvincentngp.edu.in        | Arjun Vyas            |               | artovert        | users.club_id is NULL but has membership
 dfff0dd7-a46f-48d1-9383-43354cadae5d | aryan.ghosh.ece.grad@stvincentngp.edu.in        | Aryan Ghosh           |               | aster           | users.club_id is NULL but has membership
 58afc09b-40d8-4774-a9e4-d0dbaf3a320f | aryan.iyer.it.2024@stvincentngp.edu.in          | Aryan Iyer            |               | artovert        | users.club_id is NULL but has membership
 e86bfe25-fc93-43ff-843b-881a1e325a34 | arya.reddy.aids.2023@stvincentngp.edu.in        | Arya Reddy            |               | ascend          | users.club_id is NULL but has membership
 cd34a14d-50bd-4385-816d-87d7dac34857 | arya.reddy.it.2023@stvincentngp.edu.in          | Arya Reddy            |               | ascend          | users.club_id is NULL but has membership
 8c803a8b-a64a-4bdc-8ec4-c6f3f800f6ca | arya.shah.it.2024@stvincentngp.edu.in           | Arya Shah             |               | ascend          | users.club_id is NULL but has membership
 516e7b15-c702-4e1e-9b1b-d686967605f1 | arya.sheth.csbs.grad@stvincentngp.edu.in        | Arya Sheth            |               | ascend          | users.club_id is NULL but has membership
 272d5a56-b416-406c-803b-47d851843bb7 | arya.sheth.ece.grad@stvincentngp.edu.in         | Arya Sheth            |               | aster           | users.club_id is NULL but has membership
 dbe6f91c-7526-44ea-bdfb-d38d083530f6 | arya.vyas.aids.2024@stvincentngp.edu.in         | Arya Vyas             |               | achievers       | users.club_id is NULL but has membership
 abb68ef2-2088-4ab8-be02-da525934eb58 | asha.agarwal.eee.2022@stvincentngp.edu.in       | Asha Agarwal          |               | artovert        | users.club_id is NULL but has membership
 9ef27827-5b57-4194-84b7-d44d4fb1da57 | atharv.bhatia.it.grad@stvincentngp.edu.in       | Atharv Bhatia         |               | artovert        | users.club_id is NULL but has membership
 de385e06-4718-4f3d-8aa5-cefd7133b79f | atharv.kumar.ece.2023@stvincentngp.edu.in       | Atharv Kumar          |               | artovert        | users.club_id is NULL but has membership
 6e2de18f-0fe9-469b-a8a7-8643812030c1 | atharv.sheth.aids.2024@stvincentngp.edu.in      | Atharv Sheth          |               | achievers       | users.club_id is NULL but has membership
 5bac2b3a-1822-4fcf-ad7d-5c984c951b82 | avni.bhatia.csbs.grad@stvincentngp.edu.in       | Avni Bhatia           |               | ascend          | users.club_id is NULL but has membership
 4bc988fd-22cc-4519-89f6-a1986d540987 | avni.bhatia.cse.2022@stvincentngp.edu.in        | Avni Bhatia           |               | ascend          | users.club_id is NULL but has membership
 43cdce4b-f241-4620-8b56-0b7f19dfae02 | avni.krishnan.chem.2023@stvincentngp.edu.in     | Avni Krishnan         |               | aster           | users.club_id is NULL but has membership
 d52f91db-d5be-400a-9f73-2c21de928a70 | avni.reddy.cse.2024@stvincentngp.edu.in         | Avni Reddy            |               | ascend          | users.club_id is NULL but has membership
 ddcc4132-90e6-43b2-9a78-38a66502055f | ayaan.bose.ece.2022@stvincentngp.edu.in         | Ayaan Bose            |               | ascend          | users.club_id is NULL but has membership
 a5b745da-eeb7-4ded-95fa-5036e03d3125 | ayaan.desai.aids.2023@stvincentngp.edu.in       | Ayaan Desai           |               | achievers       | users.club_id is NULL but has membership
 482a6cfa-8497-449a-bdde-c2d898a9e215 | dhruv.goyal.aids.2023@stvincentngp.edu.in       | Dhruv Goyal           |               | artovert        | users.club_id is NULL but has membership
 abb6dab7-468b-4224-9c07-0c0fb0e7ec68 | dhruv.krishnan.it.2023@stvincentngp.edu.in      | Dhruv Krishnan        |               | achievers       | users.club_id is NULL but has membership
 2cb44d7b-1b38-41ee-8327-71d0b012aaa8 | dhruv.murthy.aids.2024@stvincentngp.edu.in      | Dhruv Murthy          |               | achievers       | users.club_id is NULL but has membership
 aa87dff3-2675-4615-bb63-adf657a71dbe | dhruv.reddy.mech.2022@stvincentngp.edu.in       | Dhruv Reddy           |               | ascend          | users.club_id is NULL but has membership
 8eb5432b-f272-4745-abb5-29d0e6ddffc5 | dinesh.jain.eee.2023@stvincentngp.edu.in        | Dinesh Jain           |               | aster           | users.club_id is NULL but has membership
 74c281cc-ef5b-4777-93b8-6e8bf18fafe8 | dinesh.raman.aids.2022@stvincentngp.edu.in      | Dinesh Raman          |               | aster           | users.club_id is NULL but has membership
 dbb737b9-c4a1-4f95-b4cf-c0110d261a2b | disha.bose.eee.2024@stvincentngp.edu.in         | Disha Bose            |               | artovert        | users.club_id is NULL but has membership
 06f6aac9-cfe1-411b-8dd9-5cb7b53623b4 | disha.kumar.ece.2023@stvincentngp.edu.in        | Disha Kumar           |               | achievers       | users.club_id is NULL but has membership
 c4e85bd7-fa6b-43a2-9468-e8ff6bffa769 | diya.khanna.civil.grad@stvincentngp.edu.in      | Diya Khanna           |               | ascend          | users.club_id is NULL but has membership
 46b3f991-6149-4c70-a13f-b167fc33c57c | ganesh.raman.ece.grad@stvincentngp.edu.in       | Ganesh Raman          |               | ascend          | users.club_id is NULL but has membership
 d9c73a2e-5fa7-4576-bec2-08e68f1e87fe | ganesh.reddy.eee.2024@stvincentngp.edu.in       | Ganesh Reddy          |               | ascend          | users.club_id is NULL but has membership
 05604503-802f-4e79-95c2-4ac3b61f4082 | ganesh.shah.csbs.2023@stvincentngp.edu.in       | Ganesh Shah           |               | ascend          | users.club_id is NULL but has membership
 618b2f5b-a891-4acb-9e0f-4de13a7a854e | geeta.jain.chem.2022@stvincentngp.edu.in        | Geeta Jain            |               | aster           | users.club_id is NULL but has membership
 e83382d5-f7c2-4900-bd22-44603b4294f1 | geeta.sethi.chem.2024@stvincentngp.edu.in       | Geeta Sethi           |               | achievers       | users.club_id is NULL but has membership
 4112c950-6b4a-4a39-ae53-58734ba0675b | geeta.sharma.mech.grad@stvincentngp.edu.in      | Geeta Sharma          |               | artovert        | users.club_id is NULL but has membership
 0a93b5e6-05ea-4730-a7bc-e04553d8e238 | hitesh.bansal.eee.2023@stvincentngp.edu.in      | Hitesh Bansal         |               | ascend          | users.club_id is NULL but has membership
 08f4f5d4-d28f-403c-8225-15576e2fb692 | hitesh.murthy.cse.grad@stvincentngp.edu.in      | Hitesh Murthy         |               | artovert        | users.club_id is NULL but has membership
 da9f3e59-cbd1-4ea8-bb78-3ce6778355ae | hitesh.sarkar.aids.2024@stvincentngp.edu.in     | Hitesh Sarkar         |               | aster           | users.club_id is NULL but has membership
 f34ba402-f733-4977-832d-c3cdc54284ae | hitesh.singhal.chem.2023@stvincentngp.edu.in    | Hitesh Singhal        |               | achievers       | users.club_id is NULL but has membership
 345cca51-12d4-4f99-b21e-573c0bab2d17 | hitesh.sundaram.aids.2024@stvincentngp.edu.in   | Hitesh Sundaram       |               | aster           | users.club_id is NULL but has membership
 d542af11-6ee7-4957-b7fa-159aa92d4032 | ira.gupta.cse.2022@stvincentngp.edu.in          | Ira Gupta             |               | achievers       | users.club_id is NULL but has membership
 9a3c9858-3cae-4b70-a5a8-08226eedd98b | ira.khanna.it.grad@stvincentngp.edu.in          | Ira Khanna            |               | ascend          | users.club_id is NULL but has membership
 717269a6-7bb1-4d2f-826d-606f6e12e05a | ira.raju.mech.2023@stvincentngp.edu.in          | Ira Raju              |               | artovert        | users.club_id is NULL but has membership
 953a6590-9470-4ac2-83a4-81f802dc5602 | ira.raman.eee.2024@stvincentngp.edu.in          | Ira Raman             |               | aster           | users.club_id is NULL but has membership
 af142fab-4ebc-4e45-9d6e-c6c17eda1f9d | ira.sarkar.eee.2024@stvincentngp.edu.in         | Ira Sarkar            |               | aster           | users.club_id is NULL but has membership
 969afff3-53d6-4b16-abeb-55235a93f793 | ira.sen.ece.grad@stvincentngp.edu.in            | Ira Sen               |               | ascend          | users.club_id is NULL but has membership
 b18312b8-7028-4741-8ba7-58f913e6900b | ira.venkat.ece.2024@stvincentngp.edu.in         | Ira Venkat            |               | achievers       | users.club_id is NULL but has membership
 fcea31b5-b267-45e7-a65b-760c59071eb5 | ishaan.murthy.mech.2023@stvincentngp.edu.in     | Ishaan Murthy         |               | achievers       | users.club_id is NULL but has membership
 5dc48f23-1a50-4da0-a265-37f4a9433a38 | ishika.krishnan.mech.grad@stvincentngp.edu.in   | Ishika Krishnan       |               | ascend          | users.club_id is NULL but has membership
 15671ce3-a7fc-42a4-95a9-12ea19f90072 | ishika.sharma.civil.2023@stvincentngp.edu.in    | Ishika Sharma         |               | achievers       | users.club_id is NULL but has membership
 6772e011-3e4a-4b0b-8e18-45b986942b9c | ishika.vyas.csbs.2024@stvincentngp.edu.in       | Ishika Vyas           |               | ascend          | users.club_id is NULL but has membership
 cf5934f8-e041-4dbd-bda1-c7a4532ee468 | jignesh.krishnan.csbs.2024@stvincentngp.edu.in  | Jignesh Krishnan      |               | achievers       | users.club_id is NULL but has membership
 9cc2a1df-712a-4c51-9b28-0e5c2e25c0a6 | jignesh.murthy.csbs.2023@stvincentngp.edu.in    | Jignesh Murthy        |               | ascend          | users.club_id is NULL but has membership
 af5a33e1-43cb-4e32-b120-4c53bba19b1e | jignesh.prasad.chem.2023@stvincentngp.edu.in    | Jignesh Prasad        |               | artovert        | users.club_id is NULL but has membership
 3dfb448a-f5c3-4002-bb33-1d104fd20ee3 | kairav.goyal.cse.2022@stvincentngp.edu.in       | Kairav Goyal          |               | achievers       | users.club_id is NULL but has membership
 88cb2af1-1193-4283-8f5f-3b1513d41999 | kairav.rao.ece.grad@stvincentngp.edu.in         | Kairav Rao            |               | artovert        | users.club_id is NULL but has membership
 4636a0ae-4ae1-4e50-9dc4-20f1f6304096 | kairav.tandon.chem.2023@stvincentngp.edu.in     | Kairav Tandon         |               | achievers       | users.club_id is NULL but has membership
 bd382b69-c21e-4663-8429-ff3d18c86ed8 | kavya.prasad.it.2022@stvincentngp.edu.in        | Kavya Prasad          |               | ascend          | users.club_id is NULL but has membership
 efe3b959-e009-44a4-88f9-7be30194cdb0 | kiara.patel.mech.2022@stvincentngp.edu.in       | Kiara Patel           |               | achievers       | users.club_id is NULL but has membership
 55254256-01ce-4d77-bf11-369466c4a024 | kiara.sarkar.cse.2023@stvincentngp.edu.in       | Kiara Sarkar          |               | achievers       | users.club_id is NULL but has membership
 5fd73003-f42f-4262-9e8d-a654843c7aba | krishna.dutta.csbs.2024@stvincentngp.edu.in     | Krishna Dutta         |               | artovert        | users.club_id is NULL but has membership
 d0f7a591-91fe-45e0-82eb-eef9413f7292 | krishna.pillai.aids.2024@stvincentngp.edu.in    | Krishna Pillai        |               | aster           | users.club_id is NULL but has membership
 16f6398a-ebe3-43a8-934f-1b32cfe2e372 | krishna.sethi.mech.2024@stvincentngp.edu.in     | Krishna Sethi         |               | ascend          | users.club_id is NULL but has membership
 c96d90a9-60b5-4344-8173-e34895981bde | krishna.sharma.ece.2022@stvincentngp.edu.in     | Krishna Sharma        |               | aster           | users.club_id is NULL but has membership
 6390f8d9-cb13-4e71-b183-05ef511eca27 | lalit.joshi.ece.grad@stvincentngp.edu.in        | Lalit Joshi           |               | aster           | users.club_id is NULL but has membership
 e2115245-68b0-4784-8f4a-3fb6be8c47c1 | lalit.sundaram.civil.2023@stvincentngp.edu.in   | Lalit Sundaram        |               | aster           | users.club_id is NULL but has membership
 62f01148-4ee0-498f-9f0f-13cc5fd47b2f | lalit.varma.csbs.2022@stvincentngp.edu.in       | Lalit Varma           |               | ascend          | users.club_id is NULL but has membership
 6a52f0fb-65e4-4dea-9adb-6e6ac69a7620 | lata.krishna.chem.grad@stvincentngp.edu.in      | Lata Krishna          |               | aster           | users.club_id is NULL but has membership
 0d481d32-9eaa-4f82-a570-0d6b23dd92a4 | lata.krishnan.chem.2022@stvincentngp.edu.in     | Lata Krishnan         |               | ascend          | users.club_id is NULL but has membership
 948524bd-b789-420c-9131-c50d5c4dd800 | lata.mehta.aids.2022@stvincentngp.edu.in        | Lata Mehta            |               | ascend          | users.club_id is NULL but has membership
 bb080cee-f5f5-4db6-a019-7d19df1d7683 | lata.menon.aids.2022@stvincentngp.edu.in        | Lata Menon            |               | ascend          | users.club_id is NULL but has membership
 1196a455-a390-4cae-821b-5a0cdb299bb2 | lata.menon.eee.grad@stvincentngp.edu.in         | Lata Menon            |               | achievers       | users.club_id is NULL but has membership
 b5cd87ee-7913-410e-ba5e-84952bd5fe3e | lata.verma.it.2024@stvincentngp.edu.in          | Lata Verma            |               | ascend          | users.club_id is NULL but has membership
 8fcc0b11-a2d9-4463-a83c-c1a1370325a6 | madhura.shende@zenith.edu                       | Madhura Shende        |               | achievers       | users.club_id is NULL but has membership
 43c9973d-6179-4bef-a0a9-8d6da6b7c4e2 | mahesh.bose.csbs.grad@stvincentngp.edu.in       | Mahesh Bose           |               | aster           | users.club_id is NULL but has membership
 1ad19731-56d7-43f4-82f6-59c01d073270 | mahesh.venkat.aids.2023@stvincentngp.edu.in     | Mahesh Venkat         |               | ascend          | users.club_id is NULL but has membership
 f793aced-67ea-4245-98bf-69d86c74d042 | mamta.banerjee.cse.2024@stvincentngp.edu.in     | Mamta Banerjee        |               | aster           | users.club_id is NULL but has membership
 bbb4f104-2989-4356-b199-a8f48f5e0e74 | mamta.bansal.eee.2022@stvincentngp.edu.in       | Mamta Bansal          |               | ascend          | users.club_id is NULL but has membership
 3b8ea21c-bd1d-4aae-881c-31e206f27fa4 | mamta.goyal.ece.2022@stvincentngp.edu.in        | Mamta Goyal           |               | aster           | users.club_id is NULL but has membership
 f1afb4ed-be0f-4d69-9ea3-52238d7b61ed | mamta.sharma.mech.2023@stvincentngp.edu.in      | Mamta Sharma          |               | aster           | users.club_id is NULL but has membership
 9a5938eb-3111-47fe-a0db-b0f22b7b910f | megha.naidu.mech.2022@stvincentngp.edu.in       | Megha Naidu           |               | ascend          | users.club_id is NULL but has membership
 aabdd1dc-572e-40fd-9851-f06b8d50cf8e | megha.pandya.mech.2022@stvincentngp.edu.in      | Megha Pandya          |               | ascend          | users.club_id is NULL but has membership
 baa97680-8d21-4a55-80ae-64528c842921 | megha.patel.ece.2024@stvincentngp.edu.in        | Megha Patel           |               | aster           | users.club_id is NULL but has membership
 4155a5f3-f02e-4dbf-aa53-a3668bac3951 | mohit.bhatia.mech.grad@stvincentngp.edu.in      | Mohit Bhatia          |               | achievers       | users.club_id is NULL but has membership
 c119840c-4834-4cdb-9ee6-5484ea721b7b | mohit.goyal.it.2022@stvincentngp.edu.in         | Mohit Goyal           |               | ascend          | users.club_id is NULL but has membership
 57fe9a1c-e120-48ae-8fbf-9d6637fcdec9 | mohit.jain.aids.2024@stvincentngp.edu.in        | Mohit Jain            |               | ascend          | users.club_id is NULL but has membership
 4f98318c-d90a-45cc-88b4-2e4c29404669 | mohit.sen.csbs.grad@stvincentngp.edu.in         | Mohit Sen             |               | artovert        | users.club_id is NULL but has membership
 1364b212-79f4-424c-9a02-bf30949cf209 | mohit.shah.eee.2023@stvincentngp.edu.in         | Mohit Shah            |               | aster           | users.club_id is NULL but has membership
 e711111e-b1b6-4a2d-8b25-a028853c901a | mohit.sharma.civil.2023@stvincentngp.edu.in     | Mohit Sharma          |               | achievers       | users.club_id is NULL but has membership
 5b41f31a-49ce-407c-a59b-b1b277d08a0a | mukesh.vyas.mech.2024@stvincentngp.edu.in       | Mukesh Vyas           |               | aster           | users.club_id is NULL but has membership
 1296b68e-ee4e-495a-8813-4277e7c0b4bb | myra.sundaram.chem.2022@stvincentngp.edu.in     | Myra Sundaram         |               | achievers       | users.club_id is NULL but has membership
 7da89033-5a11-4148-b1dc-16435f17b069 | naresh.bose.mech.2022@stvincentngp.edu.in       | Naresh Bose           |               | achievers       | users.club_id is NULL but has membership
 e86b44bd-b5fd-4b57-9b52-11aa0bc693b1 | naresh.sarkar.civil.2023@stvincentngp.edu.in    | Naresh Sarkar         |               | artovert        | users.club_id is NULL but has membership
 a6cfa220-8502-464a-ab5d-ba4504e83ed9 | navya.chatterjee.chem.2022@stvincentngp.edu.in  | Navya Chatterjee      |               | ascend          | users.club_id is NULL but has membership
 99c8e1ed-033d-4168-b100-561f0f787f0a | navya.rao.chem.grad@stvincentngp.edu.in         | Navya Rao             |               | aster           | users.club_id is NULL but has membership
 a73c5134-712b-46c8-bd70-c6867092de3e | neha.krishna.it.2024@stvincentngp.edu.in        | Neha Krishna          |               | achievers       | users.club_id is NULL but has membership
 ed47dc24-65f7-4122-b3d2-10466fbed231 | neha.sheth.it.2023@stvincentngp.edu.in          | Neha Sheth            |               | ascend          | users.club_id is NULL but has membership
 17a7d81f-d156-4701-86c9-b8938cd12568 | neha.verma.it.2024@stvincentngp.edu.in          | Neha Verma            |               | achievers       | users.club_id is NULL but has membership
 5ddbc684-0c5e-4ed4-b6dd-6267708ccb4f | nikhil.banerjee.cse.grad@stvincentngp.edu.in    | Nikhil Banerjee       |               | ascend          | users.club_id is NULL but has membership
 babd3186-3466-4bd6-acd2-7764236a0363 | nikhil.khanna.eee.2023@stvincentngp.edu.in      | Nikhil Khanna         |               | ascend          | users.club_id is NULL but has membership
 5b91c7ef-dd6e-4171-98fd-26e71ba7ae37 | nikhil.sethi.civil.2023@stvincentngp.edu.in     | Nikhil Sethi          |               | aster           | users.club_id is NULL but has membership
 d6b49037-0637-4453-bce7-b4e24bb3217b | nisha.bansal.mech.grad@stvincentngp.edu.in      | Nisha Bansal          |               | ascend          | users.club_id is NULL but has membership
 8da1a61b-848b-48ab-a09f-4aeaad47476d | nisha.chopra.aids.2024@stvincentngp.edu.in      | Nisha Chopra          |               | aster           | users.club_id is NULL but has membership
 00ce99e7-fb36-40f6-b4eb-5641dd55a34f | nisha.goel.chem.2022@stvincentngp.edu.in        | Nisha Goel            |               | aster           | users.club_id is NULL but has membership
 9f80f1d7-d873-45f0-bdf2-e9352e1abf11 | nisha.goel.eee.2023@stvincentngp.edu.in         | Nisha Goel            |               | aster           | users.club_id is NULL but has membership
 c1cabec8-a494-4d1c-a8e6-f4f7367e32f0 | nisha.goyal.ece.2024@stvincentngp.edu.in        | Nisha Goyal           |               | ascend          | users.club_id is NULL but has membership
 3d5ad263-47a6-46b8-a886-a7a9c3d2ad1c | nisha.prasad.aids.grad@stvincentngp.edu.in      | Nisha Prasad          |               | achievers       | users.club_id is NULL but has membership
 38d1c541-568b-4633-a90f-098df52a24fc | nisha.rao.mech.2024@stvincentngp.edu.in         | Nisha Rao             |               | ascend          | users.club_id is NULL but has membership
 465356b6-39dd-44cb-91c8-b29c9a04f4b5 | nisha.singh.aids.2022@stvincentngp.edu.in       | Nisha Singh           |               | artovert        | users.club_id is NULL but has membership
 9829bc9c-9994-43bd-91ef-9f0712186b4e | nita.desai.chem.2024@stvincentngp.edu.in        | Nita Desai            |               | ascend          | users.club_id is NULL but has membership
 ade21a72-0d0e-43da-876b-ede62b9317bb | nita.iyer.ece.grad@stvincentngp.edu.in          | Nita Iyer             |               | ascend          | users.club_id is NULL but has membership
 3220eb64-d5b0-4e74-a0d9-f5896194a989 | nita.mehta.it.2023@stvincentngp.edu.in          | Nita Mehta            |               | ascend          | users.club_id is NULL but has membership
 f5a93605-4668-4c6a-93cc-b78f240b58c0 | nita.sharma.it.2022@stvincentngp.edu.in         | Nita Sharma           |               | ascend          | users.club_id is NULL but has membership
 6f5c3141-2a96-468c-9bf0-97a48f6d8744 | pihu.chatterjee.ece.2022@stvincentngp.edu.in    | Pihu Chatterjee       |               | ascend          | users.club_id is NULL but has membership
 f7de5f20-0c01-4718-8f43-e0a7458b90f1 | pihu.krishnan.chem.grad@stvincentngp.edu.in     | Pihu Krishnan         |               | achievers       | users.club_id is NULL but has membership
 63db6ecf-4be2-47e6-a99f-a00d0bb22b63 | pihu.menon.chem.2023@stvincentngp.edu.in        | Pihu Menon            |               | aster           | users.club_id is NULL but has membership
 dd51c305-1fb7-4ccf-820b-341ca9050c44 | pihu.singh.it.grad@stvincentngp.edu.in          | Pihu Singh            |               | ascend          | users.club_id is NULL but has membership
 caccf02e-1bd6-4c43-b3fc-952f32d82063 | prisha.dutta.mech.2023@stvincentngp.edu.in      | Prisha Dutta          |               | ascend          | users.club_id is NULL but has membership
 bc3ed184-936a-4a5b-a729-603f224d2d92 | prisha.gupta.csbs.2022@stvincentngp.edu.in      | Prisha Gupta          |               | aster           | users.club_id is NULL but has membership
 b5244502-8d12-4f93-99fc-78fb2ce6bcbc | prisha.krishna.eee.2024@stvincentngp.edu.in     | Prisha Krishna        |               | ascend          | users.club_id is NULL but has membership
 5d112916-498f-4c55-8c73-fc204b734656 | prisha.krishnan.civil.2024@stvincentngp.edu.in  | Prisha Krishnan       |               | ascend          | users.club_id is NULL but has membership
 1e5f88d6-ebd4-4ec2-ba4e-6261b1626bfe | priya.kumar.cse.grad@stvincentngp.edu.in        | Priya Kumar           |               | achievers       | users.club_id is NULL but has membership
 4512afd3-6f27-49f0-a37d-b5f05d5aef6f | priya.reddy.civil.2023@stvincentngp.edu.in      | Priya Reddy           |               | ascend          | users.club_id is NULL but has membership
 db079ff1-55e6-4f53-bd93-f942beccb239 | priya.srinivas.cse.2024@stvincentngp.edu.in     | Priya Srinivas        |               | achievers       | users.club_id is NULL but has membership
 6435a57e-e910-4104-a163-b49943024b77 | radha.sundaram.aids.2023@stvincentngp.edu.in    | Radha Sundaram        |               | achievers       | users.club_id is NULL but has membership
 5a3749b1-618a-4314-b6ab-74d534f568e2 | radha.tadas@zenith.edu                          | Radha Tadas           |               | artovert        | users.club_id is NULL but has membership
 927d12b3-267a-4d40-8ed8-80f29761add7 | radha.vyas.civil.grad@stvincentngp.edu.in       | Radha Vyas            |               | ascend          | users.club_id is NULL but has membership
 0f202db3-6443-49f0-a9c8-e8fdd79bde5b | rajesh.chopra.cse.2022@stvincentngp.edu.in      | Rajesh Chopra         |               | ascend          | users.club_id is NULL but has membership
 0ea91a60-6a08-437f-a089-4b33dbba9f8c | rajesh.dutta.csbs.grad@stvincentngp.edu.in      | Rajesh Dutta          |               | artovert        | users.club_id is NULL but has membership
 17aa0235-9867-440a-8d6f-a82d1db8b11c | rajesh.singh.csbs.grad@stvincentngp.edu.in      | Rajesh Singh          |               | ascend          | users.club_id is NULL but has membership
