                  id                  |          name           |                      email                      |         role         |  club_id  
 c23999a3-5baa-4cdf-9b82-2a314c20f6b9 | Arjun Vyas              | arjun.vyas.mech.2024@stvincentngp.edu.in        | student              | 
 550e8400-e29b-41d4-a716-446655440041 | ARTOVERT Co-Coordinator | artovert.co-coordinator@zenith.com              | co_coordinator       | artovert
 550e8400-e29b-41d4-a716-446655440040 | ARTOVERT Coordinator    | artovert.coordinator@zenith.com                 | coordinator          | artovert
 550e8400-e29b-41d4-a716-446655440043 | ARTOVERT Media Head     | artovert.media@zenith.com                       | media                | artovert
 550e8400-e29b-41d4-a716-446655440042 | ARTOVERT Secretary      | artovert.secretary@zenith.com                   | secretary            | artovert
 dfff0dd7-a46f-48d1-9383-43354cadae5d | Aryan Ghosh             | aryan.ghosh.ece.grad@stvincentngp.edu.in        | student              | 
 58afc09b-40d8-4774-a9e4-d0dbaf3a320f | Aryan Iyer              | aryan.iyer.it.2024@stvincentngp.edu.in          | student              | 
 e86bfe25-fc93-43ff-843b-881a1e325a34 | Arya Reddy              | arya.reddy.aids.2023@stvincentngp.edu.in        | student              | 
 cd34a14d-50bd-4385-816d-87d7dac34857 | Arya Reddy              | arya.reddy.it.2023@stvincentngp.edu.in          | student              | 
 8c803a8b-a64a-4bdc-8ec4-c6f3f800f6ca | Arya Shah               | arya.shah.it.2024@stvincentngp.edu.in           | student              | 
 516e7b15-c702-4e1e-9b1b-d686967605f1 | Arya Sheth              | arya.sheth.csbs.grad@stvincentngp.edu.in        | student              | 
 272d5a56-b416-406c-803b-47d851843bb7 | Arya Sheth              | arya.sheth.ece.grad@stvincentngp.edu.in         | student              | 
 dbe6f91c-7526-44ea-bdfb-d38d083530f6 | Arya Vyas               | arya.vyas.aids.2024@stvincentngp.edu.in         | student              | 
 abb68ef2-2088-4ab8-be02-da525934eb58 | Asha Agarwal            | asha.agarwal.eee.2022@stvincentngp.edu.in       | student              | 
 550e8400-e29b-41d4-a716-446655440023 | ASTER Media Head        | aster.media@zenith.com                          | media                | aster
 550e8400-e29b-41d4-a716-446655440010 | Atharva Bhede           | ascend.coordinator@zenith.com                   | coordinator          | ascend
 e4a347e9-92ea-4d76-8cb0-c59918f0f58c | Atharva Naitam          | atharvanaitam.22@stvincentngp.edu.in            | student              | 
 21a95efa-ccfa-4c4c-af7f-50cfa0a35053 | Atharva Naitam          | naitamatharva14@gmail.com                       | innovation_head      | ascend
 9ef27827-5b57-4194-84b7-d44d4fb1da57 | Atharv Bhatia           | atharv.bhatia.it.grad@stvincentngp.edu.in       | student              | 
 de385e06-4718-4f3d-8aa5-cefd7133b79f | Atharv Kumar            | atharv.kumar.ece.2023@stvincentngp.edu.in       | student              | 
 6e2de18f-0fe9-469b-a8a7-8643812030c1 | Atharv Sheth            | atharv.sheth.aids.2024@stvincentngp.edu.in      | student              | 
 4bc988fd-22cc-4519-89f6-a1986d540987 | Avni Bhatia             | avni.bhatia.cse.2022@stvincentngp.edu.in        | student              | 
 5bac2b3a-1822-4fcf-ad7d-5c984c951b82 | Avni Bhatia             | avni.bhatia.csbs.grad@stvincentngp.edu.in       | student              | 
 43cdce4b-f241-4620-8b56-0b7f19dfae02 | Avni Krishnan           | avni.krishnan.chem.2023@stvincentngp.edu.in     | student              | 
 d52f91db-d5be-400a-9f73-2c21de928a70 | Avni Reddy              | avni.reddy.cse.2024@stvincentngp.edu.in         | student              | 
 ddcc4132-90e6-43b2-9a78-38a66502055f | Ayaan Bose              | ayaan.bose.ece.2022@stvincentngp.edu.in         | student              | 
 a5b745da-eeb7-4ded-95fa-5036e03d3125 | Ayaan Desai             | ayaan.desai.aids.2023@stvincentngp.edu.in       | student              | 
 550e8400-e29b-41d4-a716-446655440011 | Ayush Kshirsagar        | ascend.co-coordinator@zenith.com                | co_coordinator       | ascend
 1d5b1108-eb4c-4191-ae75-751e3610d519 | Ayush Kshirsagar        | ayushkshirsagar28@gmail.com                     | student              | ascend
 550e8400-e29b-41d4-a716-446655440101 | Bob Smith               | student2.ascend@zenith.com                      | student              | ascend
 550e8400-e29b-41d4-a716-446655440102 | Charlie Brown           | student3.ascend@zenith.com                      | student              | ascend
 550e8400-e29b-41d4-a716-446655440402 | David Park              | student3.artovert@zenith.com                    | student              | artovert
 204a06d7-e042-4c19-8e97-b0f2d8ad1271 | Dev Joshi               | dev.joshi2025@example.com                       | coordinator          | 
 482a6cfa-8497-449a-bdde-c2d898a9e215 | Dhruv Goyal             | dhruv.goyal.aids.2023@stvincentngp.edu.in       | student              | 
 abb6dab7-468b-4224-9c07-0c0fb0e7ec68 | Dhruv Krishnan          | dhruv.krishnan.it.2023@stvincentngp.edu.in      | student              | 
 2cb44d7b-1b38-41ee-8327-71d0b012aaa8 | Dhruv Murthy            | dhruv.murthy.aids.2024@stvincentngp.edu.in      | student              | 
 aa87dff3-2675-4615-bb63-adf657a71dbe | Dhruv Reddy             | dhruv.reddy.mech.2022@stvincentngp.edu.in       | student              | 
 8eb5432b-f272-4745-abb5-29d0e6ddffc5 | Dinesh Jain             | dinesh.jain.eee.2023@stvincentngp.edu.in        | student              | 
 74c281cc-ef5b-4777-93b8-6e8bf18fafe8 | Dinesh Raman            | dinesh.raman.aids.2022@stvincentngp.edu.in      | student              | 
 dbb737b9-c4a1-4f95-b4cf-c0110d261a2b | Disha Bose              | disha.bose.eee.2024@stvincentngp.edu.in         | student              | 
 06f6aac9-cfe1-411b-8dd9-5cb7b53623b4 | Disha Kumar             | disha.kumar.ece.2023@stvincentngp.edu.in        | student              | 
 c4e85bd7-fa6b-43a2-9468-e8ff6bffa769 | Diya Khanna             | diya.khanna.civil.grad@stvincentngp.edu.in      | student              | 
 550e8400-e29b-41d4-a716-446655440200 | Frank Miller            | student1.aster@zenith.com                       | student              | aster
 46b3f991-6149-4c70-a13f-b167fc33c57c | Ganesh Raman            | ganesh.raman.ece.grad@stvincentngp.edu.in       | student              | 
 d9c73a2e-5fa7-4576-bec2-08e68f1e87fe | Ganesh Reddy            | ganesh.reddy.eee.2024@stvincentngp.edu.in       | student              | 
 05604503-802f-4e79-95c2-4ac3b61f4082 | Ganesh Shah             | ganesh.shah.csbs.2023@stvincentngp.edu.in       | student              | 
 550e8400-e29b-41d4-a716-446655440021 | Gargi Udapure           | aster.co-coordinator@zenith.com                 | co_coordinator       | aster
 618b2f5b-a891-4acb-9e0f-4de13a7a854e | Geeta Jain              | geeta.jain.chem.2022@stvincentngp.edu.in        | student              | 
 e83382d5-f7c2-4900-bd22-44603b4294f1 | Geeta Sethi             | geeta.sethi.chem.2024@stvincentngp.edu.in       | student              | 
 4112c950-6b4a-4a39-ae53-58734ba0675b | Geeta Sharma            | geeta.sharma.mech.grad@stvincentngp.edu.in      | student              | 
 550e8400-e29b-41d4-a716-446655440201 | Grace Lee               | student2.aster@zenith.com                       | student              | aster
 19124f5e-a896-4728-bb75-701f616c7716 | Harsh Gupta             | guptaharsh1969@gmail.com                        | treasurer            | 
 9e494d57-59b3-48d0-a140-f131099a0a11 | Harsh Pandey            | harsh.pandey2025@example.com                    | coordinator          | 
 550e8400-e29b-41d4-a716-446655440202 | Henry Wilson            | student3.aster@zenith.com                       | student              | aster
 0a93b5e6-05ea-4730-a7bc-e04553d8e238 | Hitesh Bansal           | hitesh.bansal.eee.2023@stvincentngp.edu.in      | student              | 
 08f4f5d4-d28f-403c-8225-15576e2fb692 | Hitesh Murthy           | hitesh.murthy.cse.grad@stvincentngp.edu.in      | student              | 
 da9f3e59-cbd1-4ea8-bb78-3ce6778355ae | Hitesh Sarkar           | hitesh.sarkar.aids.2024@stvincentngp.edu.in     | student              | 
 f34ba402-f733-4977-832d-c3cdc54284ae | Hitesh Singhal          | hitesh.singhal.chem.2023@stvincentngp.edu.in    | student              | 
 345cca51-12d4-4f99-b21e-573c0bab2d17 | Hitesh Sundaram         | hitesh.sundaram.aids.2024@stvincentngp.edu.in   | student              | 
 d542af11-6ee7-4957-b7fa-159aa92d4032 | Ira Gupta               | ira.gupta.cse.2022@stvincentngp.edu.in          | student              | 
 9a3c9858-3cae-4b70-a5a8-08226eedd98b | Ira Khanna              | ira.khanna.it.grad@stvincentngp.edu.in          | student              | 
 717269a6-7bb1-4d2f-826d-606f6e12e05a | Ira Raju                | ira.raju.mech.2023@stvincentngp.edu.in          | student              | 
 953a6590-9470-4ac2-83a4-81f802dc5602 | Ira Raman               | ira.raman.eee.2024@stvincentngp.edu.in          | student              | 
 af142fab-4ebc-4e45-9d6e-c6c17eda1f9d | Ira Sarkar              | ira.sarkar.eee.2024@stvincentngp.edu.in         | student              | 
 969afff3-53d6-4b16-abeb-55235a93f793 | Ira Sen                 | ira.sen.ece.grad@stvincentngp.edu.in            | student              | 
 b18312b8-7028-4741-8ba7-58f913e6900b | Ira Venkat              | ira.venkat.ece.2024@stvincentngp.edu.in         | student              | 
 fcea31b5-b267-45e7-a65b-760c59071eb5 | Ishaan Murthy           | ishaan.murthy.mech.2023@stvincentngp.edu.in     | student              | 
 8397062d-0b15-4115-9ee3-3e2f4bef0e36 | Isha Bansal             | isha.bansal2025@example.com                     | co_coordinator       | 
 5dc48f23-1a50-4da0-a265-37f4a9433a38 | Ishika Krishnan         | ishika.krishnan.mech.grad@stvincentngp.edu.in   | student              | 
 15671ce3-a7fc-42a4-95a9-12ea19f90072 | Ishika Sharma           | ishika.sharma.civil.2023@stvincentngp.edu.in    | student              | 
 6772e011-3e4a-4b0b-8e18-45b986942b9c | Ishika Vyas             | ishika.vyas.csbs.2024@stvincentngp.edu.in       | student              | 
 cf5934f8-e041-4dbd-bda1-c7a4532ee468 | Jignesh Krishnan        | jignesh.krishnan.csbs.2024@stvincentngp.edu.in  | student              | 
 9cc2a1df-712a-4c51-9b28-0e5c2e25c0a6 | Jignesh Murthy          | jignesh.murthy.csbs.2023@stvincentngp.edu.in    | student              | 
 af5a33e1-43cb-4e32-b120-4c53bba19b1e | Jignesh Prasad          | jignesh.prasad.chem.2023@stvincentngp.edu.in    | student              | 
 3dfb448a-f5c3-4002-bb33-1d104fd20ee3 | Kairav Goyal            | kairav.goyal.cse.2022@stvincentngp.edu.in       | student              | 
 88cb2af1-1193-4283-8f5f-3b1513d41999 | Kairav Rao              | kairav.rao.ece.grad@stvincentngp.edu.in         | student              | 
 4636a0ae-4ae1-4e50-9dc4-20f1f6304096 | Kairav Tandon           | kairav.tandon.chem.2023@stvincentngp.edu.in     | student              | 
 924ede2a-5fd4-4e9d-9a28-95438e5b4898 | Kaiwalya Pund           | kaivalya.pund@zenith.edu                        | media_head           | 
 9755eab9-39cb-443b-9cca-853d727afe40 | Kaiwalya Pund           | kaiwalya.pund@zenith.edu                        | media_head           | 
 550e8400-e29b-41d4-a716-446655440300 | Karen White             | student1.achievers@zenith.com                   | student              | achievers
 bd382b69-c21e-4663-8429-ff3d18c86ed8 | Kavya Prasad            | kavya.prasad.it.2022@stvincentngp.edu.in        | student              | 
 efe3b959-e009-44a4-88f9-7be30194cdb0 | Kiara Patel             | kiara.patel.mech.2022@stvincentngp.edu.in       | student              | 
 55254256-01ce-4d77-bf11-369466c4a024 | Kiara Sarkar            | kiara.sarkar.cse.2023@stvincentngp.edu.in       | student              | 
 5fd73003-f42f-4262-9e8d-a654843c7aba | Krishna Dutta           | krishna.dutta.csbs.2024@stvincentngp.edu.in     | student              | 
 d0f7a591-91fe-45e0-82eb-eef9413f7292 | Krishna Pillai          | krishna.pillai.aids.2024@stvincentngp.edu.in    | student              | 
 16f6398a-ebe3-43a8-934f-1b32cfe2e372 | Krishna Sethi           | krishna.sethi.mech.2024@stvincentngp.edu.in     | student              | 
 c96d90a9-60b5-4344-8173-e34895981bde | Krishna Sharma          | krishna.sharma.ece.2022@stvincentngp.edu.in     | student              | 
 6390f8d9-cb13-4e71-b183-05ef511eca27 | Lalit Joshi             | lalit.joshi.ece.grad@stvincentngp.edu.in        | student              | 
 e2115245-68b0-4784-8f4a-3fb6be8c47c1 | Lalit Sundaram          | lalit.sundaram.civil.2023@stvincentngp.edu.in   | student              | 
 62f01148-4ee0-498f-9f0f-13cc5fd47b2f | Lalit Varma             | lalit.varma.csbs.2022@stvincentngp.edu.in       | student              | 
 6a52f0fb-65e4-4dea-9adb-6e6ac69a7620 | Lata Krishna            | lata.krishna.chem.grad@stvincentngp.edu.in      | student              | 
 0d481d32-9eaa-4f82-a570-0d6b23dd92a4 | Lata Krishnan           | lata.krishnan.chem.2022@stvincentngp.edu.in     | student              | 
 948524bd-b789-420c-9131-c50d5c4dd800 | Lata Mehta              | lata.mehta.aids.2022@stvincentngp.edu.in        | student              | 
 1196a455-a390-4cae-821b-5a0cdb299bb2 | Lata Menon              | lata.menon.eee.grad@stvincentngp.edu.in         | student              | 
 bb080cee-f5f5-4db6-a019-7d19df1d7683 | Lata Menon              | lata.menon.aids.2022@stvincentngp.edu.in        | student              | 
 b5cd87ee-7913-410e-ba5e-84952bd5fe3e | Lata Verma              | lata.verma.it.2024@stvincentngp.edu.in          | student              | 
 550e8400-e29b-41d4-a716-446655440301 | Liam Garcia             | student2.achievers@zenith.com                   | student              | achievers
 8fcc0b11-a2d9-4463-a83c-c1a1370325a6 | Madhura Shende          | madhura.shende@zenith.edu                       | student              | 
 43c9973d-6179-4bef-a0a9-8d6da6b7c4e2 | Mahesh Bose             | mahesh.bose.csbs.grad@stvincentngp.edu.in       | student              | 
 1ad19731-56d7-43f4-82f6-59c01d073270 | Mahesh Venkat           | mahesh.venkat.aids.2023@stvincentngp.edu.in     | student              | 
 f793aced-67ea-4245-98bf-69d86c74d042 | Mamta Banerjee          | mamta.banerjee.cse.2024@stvincentngp.edu.in     | student              | 
 bbb4f104-2989-4356-b199-a8f48f5e0e74 | Mamta Bansal            | mamta.bansal.eee.2022@stvincentngp.edu.in       | student              | 
 3b8ea21c-bd1d-4aae-881c-31e206f27fa4 | Mamta Goyal             | mamta.goyal.ece.2022@stvincentngp.edu.in        | student              | 
 f1afb4ed-be0f-4d69-9ea3-52238d7b61ed | Mamta Sharma            | mamta.sharma.mech.2023@stvincentngp.edu.in      | student              | 
 53cbed56-2bc7-4faf-bd6e-5f953de4dfa5 | Manasvi Giradkar        | manasvi.giradkar@zenith.edu                     | secretary_committee  | 
 17254128-6271-484c-bec9-756ff7f7a043 | Mansavi Giradkar        | mansavi.giradkar@zenith.edu                     | secretary_committee  | 
 cc0b35da-a560-416e-9366-00680dead616 | Manual Test User        | test.api.manual@example.com                     | student              | ascend
 550e8400-e29b-41d4-a716-446655440302 | Maya Patel              | student3.achievers@zenith.com                   | student              | achievers
 550e8400-e29b-41d4-a716-446655440032 | Mayur Aglawe            | achievers.secretary@zenith.com                  | secretary            | achievers
 9a5938eb-3111-47fe-a0db-b0f22b7b910f | Megha Naidu             | megha.naidu.mech.2022@stvincentngp.edu.in       | student              | 
 aabdd1dc-572e-40fd-9851-f06b8d50cf8e | Megha Pandya            | megha.pandya.mech.2022@stvincentngp.edu.in      | student              | 
 baa97680-8d21-4a55-80ae-64528c842921 | Megha Patel             | megha.patel.ece.2024@stvincentngp.edu.in        | student              | 
 6e11229a-a444-4e8b-8b56-e8b6536302d5 | Mitali Chatap           | chatapmitali@gmail.com                          | treasurer            | 
 4155a5f3-f02e-4dbf-aa53-a3668bac3951 | Mohit Bhatia            | mohit.bhatia.mech.grad@stvincentngp.edu.in      | student              | 
 c119840c-4834-4cdb-9ee6-5484ea721b7b | Mohit Goyal             | mohit.goyal.it.2022@stvincentngp.edu.in         | student              | 
 57fe9a1c-e120-48ae-8fbf-9d6637fcdec9 | Mohit Jain              | mohit.jain.aids.2024@stvincentngp.edu.in        | student              | 
 4f98318c-d90a-45cc-88b4-2e4c29404669 | Mohit Sen               | mohit.sen.csbs.grad@stvincentngp.edu.in         | student              | 
 1364b212-79f4-424c-9a02-bf30949cf209 | Mohit Shah              | mohit.shah.eee.2023@stvincentngp.edu.in         | student              | 
 e711111e-b1b6-4a2d-8b25-a028853c901a | Mohit Sharma            | mohit.sharma.civil.2023@stvincentngp.edu.in     | student              | 
 550e8400-e29b-41d4-a716-446655440012 | Mohit Telang            | krishnatelang22@gmail.com                       | secretary            | ascend
 5b41f31a-49ce-407c-a59b-b1b277d08a0a | Mukesh Vyas             | mukesh.vyas.mech.2024@stvincentngp.edu.in       | student              | 
 1296b68e-ee4e-495a-8813-4277e7c0b4bb | Myra Sundaram           | myra.sundaram.chem.2022@stvincentngp.edu.in     | student              | 
 7da89033-5a11-4148-b1dc-16435f17b069 | Naresh Bose             | naresh.bose.mech.2022@stvincentngp.edu.in       | student              | 
 e86b44bd-b5fd-4b57-9b52-11aa0bc693b1 | Naresh Sarkar           | naresh.sarkar.civil.2023@stvincentngp.edu.in    | student              | 
 a6cfa220-8502-464a-ab5d-ba4504e83ed9 | Navya Chatterjee        | navya.chatterjee.chem.2022@stvincentngp.edu.in  | student              | 
 99c8e1ed-033d-4168-b100-561f0f787f0a | Navya Rao               | navya.rao.chem.grad@stvincentngp.edu.in         | student              | 
 a73c5134-712b-46c8-bd70-c6867092de3e | Neha Krishna            | neha.krishna.it.2024@stvincentngp.edu.in        | student              | 
 ed47dc24-65f7-4122-b3d2-10466fbed231 | Neha Sheth              | neha.sheth.it.2023@stvincentngp.edu.in          | student              | 
 17a7d81f-d156-4701-86c9-b8938cd12568 | Neha Verma              | neha.verma.it.2024@stvincentngp.edu.in          | student              | 
 5ddbc684-0c5e-4ed4-b6dd-6267708ccb4f | Nikhil Banerjee         | nikhil.banerjee.cse.grad@stvincentngp.edu.in    | student              | 
 babd3186-3466-4bd6-acd2-7764236a0363 | Nikhil Khanna           | nikhil.khanna.eee.2023@stvincentngp.edu.in      | student              | 
 5b91c7ef-dd6e-4171-98fd-26e71ba7ae37 | Nikhil Sethi            | nikhil.sethi.civil.2023@stvincentngp.edu.in     | student              | 
 85831284-34d0-4724-90c2-26e6204c1428 | Nikhil Verma            | nikhil.verma2025@example.com                    | co_coordinator       | 
 d6b49037-0637-4453-bce7-b4e24bb3217b | Nisha Bansal            | nisha.bansal.mech.grad@stvincentngp.edu.in      | student              | 
 8da1a61b-848b-48ab-a09f-4aeaad47476d | Nisha Chopra            | nisha.chopra.aids.2024@stvincentngp.edu.in      | student              | 
 9f80f1d7-d873-45f0-bdf2-e9352e1abf11 | Nisha Goel              | nisha.goel.eee.2023@stvincentngp.edu.in         | student              | 
 00ce99e7-fb36-40f6-b4eb-5641dd55a34f | Nisha Goel              | nisha.goel.chem.2022@stvincentngp.edu.in        | student              | 
 c1cabec8-a494-4d1c-a8e6-f4f7367e32f0 | Nisha Goyal             | nisha.goyal.ece.2024@stvincentngp.edu.in        | student              | 
 3d5ad263-47a6-46b8-a886-a7a9c3d2ad1c | Nisha Prasad            | nisha.prasad.aids.grad@stvincentngp.edu.in      | student              | 
 38d1c541-568b-4633-a90f-098df52a24fc | Nisha Rao               | nisha.rao.mech.2024@stvincentngp.edu.in         | student              | 
 465356b6-39dd-44cb-91c8-b29c9a04f4b5 | Nisha Singh             | nisha.singh.aids.2022@stvincentngp.edu.in       | student              | 
 9829bc9c-9994-43bd-91ef-9f0712186b4e | Nita Desai              | nita.desai.chem.2024@stvincentngp.edu.in        | student              | 
 ade21a72-0d0e-43da-876b-ede62b9317bb | Nita Iyer               | nita.iyer.ece.grad@stvincentngp.edu.in          | student              | 
 3220eb64-d5b0-4e74-a0d9-f5896194a989 | Nita Mehta              | nita.mehta.it.2023@stvincentngp.edu.in          | student              | 
 f5a93605-4668-4c6a-93cc-b78f240b58c0 | Nita Sharma             | nita.sharma.it.2022@stvincentngp.edu.in         | student              | 
 550e8400-e29b-41d4-a716-446655440400 | Oliver Davis            | student1.artovert@zenith.com                    | student              | artovert
 550e8400-e29b-41d4-a716-446655440030 | Paritosh Magare         | achievers.coordinator@zenith.com                | coordinator          | achievers
 6f5c3141-2a96-468c-9bf0-97a48f6d8744 | Pihu Chatterjee         | pihu.chatterjee.ece.2022@stvincentngp.edu.in    | student              | 
 f7de5f20-0c01-4718-8f43-e0a7458b90f1 | Pihu Krishnan           | pihu.krishnan.chem.grad@stvincentngp.edu.in     | student              | 
 63db6ecf-4be2-47e6-a99f-a00d0bb22b63 | Pihu Menon              | pihu.menon.chem.2023@stvincentngp.edu.in        | student              | 
 dd51c305-1fb7-4ccf-820b-341ca9050c44 | Pihu Singh              | pihu.singh.it.grad@stvincentngp.edu.in          | student              | 
 caccf02e-1bd6-4c43-b3fc-952f32d82063 | Prisha Dutta            | prisha.dutta.mech.2023@stvincentngp.edu.in      | student              | 
 bc3ed184-936a-4a5b-a729-603f224d2d92 | Prisha Gupta            | prisha.gupta.csbs.2022@stvincentngp.edu.in      | student              | 
 b5244502-8d12-4f93-99fc-78fb2ce6bcbc | Prisha Krishna          | prisha.krishna.eee.2024@stvincentngp.edu.in     | student              | 
 5d112916-498f-4c55-8c73-fc204b734656 | Prisha Krishnan         | prisha.krishnan.civil.2024@stvincentngp.edu.in  | student              | 
 1e5f88d6-ebd4-4ec2-ba4e-6261b1626bfe | Priya Kumar             | priya.kumar.cse.grad@stvincentngp.edu.in        | student              | 
 4512afd3-6f27-49f0-a37d-b5f05d5aef6f | Priya Reddy             | priya.reddy.civil.2023@stvincentngp.edu.in      | student              | 
 db079ff1-55e6-4f53-bd93-f942beccb239 | Priya Srinivas          | priya.srinivas.cse.2024@stvincentngp.edu.in     | student              | 
 6435a57e-e910-4104-a163-b49943024b77 | Radha Sundaram          | radha.sundaram.aids.2023@stvincentngp.edu.in    | student              | 
 ec962745-fe2f-4079-b859-7d86bf711c20 | Radha Tadas             | radhatadas11@gmail.com                          | outreach_coordinator | 
 5a3749b1-618a-4314-b6ab-74d534f568e2 | Radha Tadas             | radha.tadas@zenith.edu                          | student              | 
 927d12b3-267a-4d40-8ed8-80f29761add7 | Radha Vyas              | radha.vyas.civil.grad@stvincentngp.edu.in       | student              | 
 550e8400-e29b-41d4-a716-446655440020 | Radhika Salodkar        | aster.coordinator@zenith.com                    | coordinator          | aster
 0f202db3-6443-49f0-a9c8-e8fdd79bde5b | Rajesh Chopra           | rajesh.chopra.cse.2022@stvincentngp.edu.in      | student              | 
 0ea91a60-6a08-437f-a089-4b33dbba9f8c | Rajesh Dutta            | rajesh.dutta.csbs.grad@stvincentngp.edu.in      | student              | 
 17aa0235-9867-440a-8d6f-a82d1db8b11c | Rajesh Singh            | rajesh.singh.csbs.grad@stvincentngp.edu.in      | student              | 
